website,battery,weight,laptop_brand,monitor_size,ram_capacity,ram_type,HDD_capacity,SSD_capacity,cpu_brand,cpu_core_num,cpu_thread_num,avg_bench,gamming,desktop,workstation,gpu_score,price
thinkpro,57.0,1.13,Lenovo,14.0,8.0,LPDDR3,0.0,256.0,Intel,2.0,4.0,40.4,40.0,46.0,29.0,4.26,9990000.0
thinkpro,,1.6,Apple,14.2,32.0,,0.0,512.0,Apple,10.0,,0.0,0.0,0.0,0.0,,53990000.0
thinkpro,41.0,1.73,Dell,15.6,16.0,DDR4,1024.0,0.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,139.0,12990000.0
laptop88,36.0,1.0,Acer,15.6,8.0,DDR4,0.0,256.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,139.0,16990000.0
laptop88,90.0,2.0,Asus,16.0,32.0,DDR5,0.0,2048.0,Intel,,,,,,,139.0,121990000.0
thinkpro,100.0,2.1,Apple,16.2,16.0,,0.0,1024.0,Apple,10.0,,0.0,0.0,0.0,0.0,,55990000.0
laptop88,45.0,1.0,Lenovo,15.6,8.0,DDR4,0.0,512.0,Intel,10.0,12.0,63.6,64.0,72.0,59.0,139.0,15990000.0
thinkpro,80.0,2.45,Lenovo,16.0,16.0,DDR4,0.0,512.0,AMD,8.0,16.0,75.1,75.0,78.0,72.0,121.0,43690000.0
thinkpro,53.5,2.25,MSI,15.6,8.0,DDR4,0.0,512.0,Intel,8.0,12.0,82.4,82.0,87.0,77.0,53.7,23490000.0
laptop88,,,Dell,16.0,16.0,,0.0,512.0,Intel,12.0,16.0,72.4,72.0,78.0,70.0,139.0,18990000.0
thinkpro,40.0,1.72,Dell,14.0,8.0,DDR4,0.0,512.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,139.0,21590000.0
thinkpro,60.0,1.4,Dell,14.0,8.0,DDR4,0.0,256.0,Intel,4.0,8.0,59.6,60.0,66.0,47.0,9.64,11990000.0
laptop88,,1.0,Dell,14.0,8.0,DDR4,0.0,256.0,AMD,4.0,8.0,60.2,60.0,67.0,50.0,,14990000.0
thinkpro,71.0,1.9,Lenovo,15.6,16.0,DDR4,0.0,1024.0,AMD,8.0,16.0,75.1,75.0,78.0,72.0,88.6,36890000.0
laptop88,2.0,,LG,14.0,8.0,,0.0,256.0,Intel,,,,,,,139.0,23290000.0
thinkpro,56.0,2.2,Asus,15.6,8.0,,0.0,512.0,AMD,8.0,16.0,78.1,78.0,81.0,77.0,58.5,29490000.0
thinkpro,54.0,1.63,Dell,15.0,8.0,DDR4,0.0,256.0,Intel,4.0,8.0,73.0,73.0,80.0,62.0,21.5,21990000.0
thinkpro,54.0,1.44,Dell,14.0,8.0,DDR4,0.0,512.0,Intel,4.0,8.0,73.0,73.0,80.0,62.0,139.0,12990000.0
laptop88,,,LG,16.0,8.0,LPDDR5,0.0,256.0,Intel,6.0,6.0,93.2,93.0,95.0,77.0,139.0,37990000.0
thinkpro,57.0,1.47,Lenovo,14.0,16.0,LPDDR5,0.0,512.0,Intel,12.0,16.0,94.8,95.0,97.0,94.0,139.0,29990000.0
thinkpro,80.0,1.199,LG,16.0,16.0,DDR5,0.0,256.0,Intel,12.0,14.0,73.8,74.0,80.0,70.0,139.0,40990000.0
laptop88,63.0,1.0,Asus,14.0,8.0,LPDDR5,0.0,512.0,Intel,12.0,16.0,94.8,95.0,97.0,94.0,139.0,26590000.0
laptop88,,,LG,17.0,16.0,LPDDR5,0.0,512.0,AMD,12.0,20.0,114.0,114.0,114.0,126.0,139.0,48990000.0
laptop88,,,Dell,15.6,8.0,DDR5,0.0,256.0,AMD,12.0,16.0,94.8,95.0,97.0,94.0,58.5,23990000.0
thinkpro,50.0,1.47,Lenovo,14.0,32.0,DDR4,0.0,1024.0,Intel,4.0,8.0,56.4,56.0,62.0,44.0,9.64,19990000.0
laptop88,,2.0,MSI,15.6,16.0,DDR4,0.0,1024.0,Intel,14.0,20.0,98.1,98.0,100.0,104.0,,32690000.0
laptop88,3.0,1.0,Asus,15.6,16.0,DDR4,0.0,5122.0,AMD,,,,,,,53.7,29590000.0
thinkpro,99.0,2.2,GIGABYTE,15.6,16.0,DDR4,0.0,512.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,88.6,49990000.0
laptop88,41.0,1.0,Dell,15.6,4.0,DDR4,0.0,256.0,AMD,,,,,,,121.0,13790000.0
laptop88,51.0,2.0,MSI,17.3,8.0,DDR4,5121024.0,5121024.0,Intel,4.0,8.0,69.8,70.0,74.0,57.0,,16990000.0
laptop88,54.0,1.0,Dell,14.0,16.0,DDR4,0.0,512.0,Intel,6.0,12.0,0.0,0.0,0.0,0.0,10.3,14990000.0
laptop88,,,Dell,15.6,16.0,DDR4,0.0,1024.0,AMD,8.0,16.0,90.7,91.0,92.0,91.0,58.5,54990000.0
thinkpro,42.0,1.8,Asus,15.6,8.0,DDR4,0.0,512.0,AMD,8.0,16.0,72.3,72.0,74.0,69.0,121.0,18790000.0
laptop88,51.0,1.0,MSI,15.6,8.0,DDR4,0.0,512.0,Intel,6.0,12.0,77.5,78.0,80.0,68.0,88.6,21990000.0
thinkpro,48.96,2.2,GIGABYTE,15.6,16.0,,0.0,512.0,Intel,6.0,12.0,74.5,74.0,78.0,69.0,58.0,18390000.0
laptop88,32.0,1.0,Lenovo,11.6,4.0,DDR4,0.0,256.0,Intel,4.0,4.0,0.0,0.0,0.0,0.0,112.0,5490000.0
laptop88,,1.0,Dell,13.3,16.0,DDR4,0.0,512.0,Intel,4.0,8.0,73.0,73.0,80.0,62.0,139.0,15990000.0
laptop88,54.0,1.0,Dell,16.0,16.0,DDR4,0.0,512.0,AMD,12.0,16.0,72.4,72.0,78.0,70.0,,25990000.0
thinkpro,41.0,1.69,Dell,15.6,8.0,DDR4,0.0,512.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,88.6,16590000.0
thinkpro,43.0,1.61,HP,14.0,8.0,DDR4,0.0,512.0,Intel,4.0,8.0,63.2,63.0,71.0,52.0,139.0,21690000.0
laptop88,,,HP,14.0,8.0,DDR4,0.0,256.0,Intel,6.0,8.0,68.5,68.0,78.0,59.0,112.0,14290000.0
thinkpro,54.0,1.43,Dell,14.0,8.0,,0.0,256.0,AMD,4.0,8.0,66.3,66.0,69.0,57.0,121.0,15990000.0
thinkpro,80.0,2.4,Lenovo,15.6,8.0,DDR4,0.0,512.0,AMD,6.0,12.0,73.0,73.0,76.0,67.0,88.6,33990000.0
thinkpro,86.0,2.04,Dell,15.6,32.0,DDR4,0.0,512.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,35.0,33990000.0
laptop88,,,Dell,16.0,8.0,DDR4,0.0,256.0,Intel,12.0,16.0,72.4,72.0,78.0,70.0,112.0,19390000.0
thinkpro,56.0,1.26,Lenovo,13.3,16.0,,0.0,512.0,AMD,6.0,12.0,68.5,69.0,71.0,62.0,121.0,16990000.0
thinkpro,37.0,1.9,Asus,15.6,4.0,DDR4,0.0,512.0,AMD,6.0,12.0,69.5,69.0,71.0,63.0,121.0,13690000.0
thinkpro,45.0,1.74,HP,15.6,4.0,DDR4,0.0,256.0,AMD,6.0,12.0,68.5,69.0,71.0,62.0,121.0,18290000.0
thinkpro,53.0,1.27,Razer,13.0,16.0,,0.0,512.0,Intel,4.0,8.0,53.2,53.0,59.0,43.0,11.0,32990000.0
laptop88,,,LG,17.0,16.0,LPDDR5,0.0,512.0,Intel,12.0,16.0,73.8,74.0,80.0,70.0,139.0,43690000.0
thinkpro,57.0,1.51,Lenovo,14.0,16.0,,0.0,256.0,AMD,6.0,12.0,69.6,70.0,74.0,62.0,121.0,20990000.0
laptop88,,,Asus,17.3,32.0,DDR5,0.0,1024.0,AMD,,,,,,,121.0,55990000.0
laptop88,75.0,1.0,Lenovo,16.0,16.0,DDR5,0.0,512.0,Intel,,,,,,,58.5,27590000.0
thinkpro,64.0,2.0,HP,15.6,16.0,DDR4,0.0,512.0,Intel,4.0,8.0,71.8,72.0,75.0,58.0,17.4,9990000.0
laptop88,41.0,,HP,14.0,8.0,DDR4,0.0,256.0,AMD,6.0,8.0,68.5,68.0,78.0,59.0,112.0,14290000.0
thinkpro,41.0,1.75,HP,15.6,8.0,DDR4,0.0,256.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,139.0,12790000.0
thinkpro,80.0,1.35,LG,17.0,16.0,,0.0,1024.0,Intel,4.0,8.0,63.2,63.0,71.0,52.0,139.0,39490000.0
thinkpro,60.0,1.7,Acer,14.0,16.0,DDR4,0.0,512.0,Intel,4.0,8.0,75.3,75.0,83.0,64.0,118.0,21990000.0
thinkpro,59.0,2.3,Acer,15.6,8.0,DDR4,0.0,512.0,Intel,4.0,8.0,66.4,66.0,73.0,57.0,41.0,23990000.0
laptop88,60.0,,Lenovo,15.6,16.0,DDR4,0.0,512.0,AMD,12.0,16.0,94.8,95.0,97.0,94.0,58.5,23590000.0
laptop88,,,Dell,14.0,8.0,DDR4,0.0,512.0,Intel,10.0,12.0,63.6,64.0,72.0,59.0,139.0,17990000.0
laptop88,63.0,1.0,Asus,14.0,16.0,DDR4,0.0,512.0,Intel,,,,,,,58.5,24690000.0
laptop88,41.0,1.0,Dell,15.6,8.0,DDR4,0.0,256.0,Intel,6.0,8.0,68.5,68.0,78.0,59.0,112.0,13890000.0
thinkpro,54.0,,Dell,14.0,8.0,DDR4,0.0,512.0,Intel,4.0,8.0,66.4,66.0,73.0,57.0,139.0,22690000.0
laptop88,97.0,2.0,Dell,17.0,16.0,DDR4,0.0,1024.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,58.5,52990000.0
thinkpro,54.0,1.25,Dell,13.3,8.0,,0.0,256.0,Intel,16.0,12.0,72.4,72.0,78.0,70.0,139.0,23990000.0
thinkpro,58.0,1.4,Apple,13.3,8.0,,0.0,256.0,Apple,8.0,8.0,0.0,0.0,0.0,0.0,,33990000.0
thinkpro,51.0,1.1,Lenovo,14.0,16.0,LPDDR3,0.0,512.0,Intel,4.0,8.0,59.6,60.0,66.0,47.0,9.64,18290000.0
laptop88,41.0,1.0,Dell,15.6,8.0,DDR4,0.0,256.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,139.0,13990000.0
laptop88,54.0,1.0,Dell,14.0,8.0,DDR4,0.0,256.0,Intel,,,,,,,,14590000.0
thinkpro,90.0,4.1,Dell,15.0,16.0,DDR4,0.0,1000.0,Intel,8.0,16.0,96.5,97.0,97.0,96.0,76.2,84990000.0
thinkpro,82.0,1.69,MSI,15.0,32.0,DDR4,0.0,1000.0,Intel,4.0,8.0,60.9,61.0,69.0,51.0,139.0,44990000.0
thinkpro,56.5,1.38,Lenovo,14.0,16.0,DDR4,0.0,512.0,AMD,6.0,12.0,68.5,69.0,71.0,62.0,121.0,17990000.0
thinkpro,70.0,1.7,Asus,15.6,8.0,DDR4,0.0,512.0,AMD,6.0,12.0,73.0,73.0,76.0,67.0,121.0,17990000.0
laptop88,52.0,1.0,Dell,13.3,8.0,DDR4,0.0,256.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,139.0,23990000.0
laptop88,56.5,1.0,Lenovo,14.0,16.0,DDR4,0.0,512.0,AMD,,,,,,,139.0,22490000.0
laptop88,52.0,1.0,Dell,13.3,8.0,DDR4,0.0,256.0,AMD,4.0,8.0,0.0,0.0,0.0,0.0,139.0,23990000.0
thinkpro,61.0,1.38,Lenovo,14.0,16.0,LPDDR4x,0.0,1024.0,Intel,4.0,8.0,68.6,69.0,75.0,59.0,21.5,27990000.0
thinkpro,99.0,2.2,GIGABYTE,15.6,16.0,DDR4,0.0,1024.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,154.0,39990000.0
thinkpro,57.0,1.4,Lenovo,14.0,32.0,DDR4,0.0,512.0,Intel,4.0,8.0,59.6,60.0,66.0,47.0,9.64,26990000.0
thinkpro,48.0,2.3,Asus,15.6,8.0,DDR4,0.0,512.0,Intel,6.0,12.0,74.5,74.0,78.0,69.0,58.5,19990000.0
thinkpro,40.0,1.18,Dell,13.3,8.0,LPDDR4x,0.0,256.0,Intel,4.0,8.0,63.7,64.0,72.0,53.0,139.0,17390000.0
laptop88,,1.0,Dell,13.3,8.0,,0.0,512.0,Intel,4.0,8.0,66.4,66.0,73.0,57.0,,16490000.0
laptop88,,,Dell,15.6,8.0,DDR4,0.0,512.0,Intel,6.0,12.0,74.5,74.0,78.0,69.0,88.6,30590000.0
thinkpro,,2.29,HP,15.6,8.0,DDR4,0.0,512.0,Intel,8.0,12.0,82.4,82.0,87.0,77.0,42.9,17990000.0
laptop88,2.0,,LG,14.0,16.0,LPDDR5,0.0,256.0,AMD,6.0,6.0,93.2,93.0,95.0,77.0,139.0,24990000.0
thinkpro,45.0,1.66,Lenovo,15.0,8.0,DDR4,0.0,512.0,AMD,8.0,16.0,72.3,72.0,74.0,69.0,121.0,19990000.0
laptop88,,,Dell,15.6,16.0,DDR4,0.0,512.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,88.6,36490000.0
thinkpro,54.0,1.8,Dell,16.0,8.0,DDR4,0.0,256.0,Intel,10.0,12.0,63.6,64.0,72.0,59.0,139.0,22990000.0
thinkpro,76.0,2.0,Asus,15.6,8.0,DDR4,0.0,512.0,Intel,4.0,8.0,66.4,66.0,73.0,57.0,53.7,23790000.0
thinkpro,,,HP,13.3,16.0,DDR5,0.0,512.0,Intel,6.0,12.0,114.0,114.0,114.0,126.0,139.0,31990000.0
thinkpro,40.0,1.53,Dell,14.0,8.0,DDR4,0.0,256.0,Intel,4.0,8.0,53.4,53.0,59.0,42.0,9.64,17390000.0
thinkpro,51.0,1.09,Lenovo,14.0,16.0,LPDDR3,0.0,256.0,Intel,4.0,8.0,62.8,63.0,68.0,51.0,9.64,19990000.0
thinkpro,49.0,1.3,Apple,13.0,8.0,,0.0,256.0,Apple,8.0,8.0,0.0,0.0,0.0,0.0,,20690000.0
thinkpro,87.0,2.36,Dell,15.6,16.0,DDR4,0.0,512.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,121.0,36990000.0
thinkpro,80.0,1.7,Lenovo,15.0,16.0,DDR4,0.0,512.0,Intel,6.0,12.0,70.1,70.0,74.0,59.0,31.0,21990000.0
thinkpro,80.0,2.35,Lenovo,15.6,8.0,DDR5,0.0,512.0,AMD,8.0,15.0,78.1,78.0,81.0,77.0,58.5,33990000.0
laptop88,,,HP,15.6,8.0,DDR4,0.0,0.0,Intel,,,,,,,10.3,14490000.0
thinkpro,48.0,1.19,Acer,14.0,8.0,,0.0,512.0,AMD,8.0,16.0,72.3,72.0,74.0,69.0,121.0,17490000.0
laptop88,,,Samsung,13.3,8.0,DDR4,0.0,256.0,Intel,10.0,12.0,63.6,64.0,72.0,59.0,139.0,20990000.0
thinkpro,57.0,1.8,Dell,15.0,32.0,DDR4,0.0,256.0,Intel,6.0,12.0,70.7,71.0,74.0,60.0,76.2,32990000.0
laptop88,76.0,2.0,Asus,15.6,8.0,DDR5,0.0,512.0,AMD,,,,,,,88.6,29790000.0
laptop88,,,LG,17.0,16.0,LPDDR5,0.0,512.0,Intel,12.0,20.0,114.0,114.0,114.0,126.0,139.0,31990000.0
laptop88,60.0,2.0,Lenovo,15.6,16.0,DDR5,0.0,512.0,Intel,,,,,,,58.5,24290000.0
thinkpro,48.0,2.3,Asus,17.3,8.0,DDR4,0.0,512.0,Intel,6.0,12.0,74.5,74.0,78.0,69.0,58.0,21390000.0
laptop88,,,Samsung,15.6,8.0,,0.0,256.0,Intel,4.0,8.0,0.0,0.0,0.0,0.0,139.0,20990000.0
laptop88,80.0,2.0,Lenovo,15.6,16.0,DDR5,0.0,512.0,AMD,,,,,,,58.5,30990000.0
laptop88,37.0,,Asus,15.6,4.0,DDR4,0.0,512.0,AMD,2.0,4.0,49.6,50.0,61.0,38.0,,10390000.0
laptop88,56.0,2.0,Asus,15.6,8.0,DDR5,0.0,512.0,AMD,,,,,,,58.5,27990000.0
laptop88,41.0,1.0,Dell,15.6,8.0,DDR4,0.0,256.0,Intel,4.0,8.0,51.1,51.0,57.0,41.0,112.0,13590000.0
laptop88,62.0,1.0,Asus,13.4,16.0,LPDDR5,0.0,512.0,Intel,,,,,,,,38590000.0
laptop88,42.0,1.0,Asus,15.6,8.0,DDR4,0.0,512.0,Intel,12.0,16.0,72.4,72.0,78.0,70.0,88.6,16990000.0
thinkpro,54.0,1.95,Dell,16.0,,,0.0,512.0,Intel,12.0,16.0,73.8,74.0,80.0,70.0,139.0,31990000.0
laptop88,36.0,1.0,Acer,15.6,8.0,DDR4,0.0,256.0,AMD,4.0,8.0,0.0,0.0,0.0,0.0,139.0,16990000.0
thinkpro,75.0,1.4,Lenovo,14.0,16.0,LPDDR5,0.0,1024.0,Intel,14.0,20.0,80.7,81.0,87.0,81.0,139.0,51990000.0
thinkpro,50.0,1.53,Lenovo,14.0,16.0,DDR4,0.0,512.0,Intel,4.0,8.0,60.9,61.0,69.0,51.0,139.0,22990000.0
laptop88,,,MSI,14.0,8.0,DDR4,0.0,512.0,AMD,6.0,12.0,0.0,0.0,0.0,0.0,121.0,15290000.0
thinkpro,80.0,1.199,LG,16.0,16.0,DDR5,0.0,256.0,Intel,12.0,16.0,72.4,72.0,78.0,70.0,139.0,37890000.0
thinkpro,49.5,0.736,Dell,13.0,16.0,LPDDR4x,0.0,1024.0,Intel,10.0,12.0,54.2,54.0,64.0,49.0,139.0,47990000.0
thinkpro,56.0,1.26,Lenovo,13.3,8.0,LPDDR4x,0.0,512.0,Intel,4.0,8.0,63.2,63.0,71.0,52.0,139.0,16590000.0
thinkpro,56.0,2.2,Asus,15.6,8.0,DDR5,0.0,512.0,AMD,8.0,16.0,79.6,80.0,82.0,79.0,58.5,21990000.0
laptop88,,,Dell,15.6,32.0,DDR5,0.0,1024.0,Intel,,,,,,,,55990000.0
laptop88,56.0,2.0,Asus,15.6,8.0,DDR4,0.0,512.0,Intel,8.0,16.0,0.0,0.0,0.0,0.0,42.3,19090000.0
laptop88,45.0,1.0,Dell,15.6,8.0,DDR4,0.0,512.0,AMD,4.0,8.0,0.0,0.0,0.0,0.0,,15990000.0
thinkpro,59.0,1.39,Acer,14.0,16.0,,0.0,1024.0,AMD,6.0,12.0,68.5,69.0,71.0,62.0,,29990000.0
laptop88,,2.0,GIGABYTE,15.6,16.0,DDR4,0.0,1024.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,139.0,58990000.0
thinkpro,57.5,2.5,Acer,15.6,16.0,DDR4,0.0,512.0,Intel,12.0,16.0,94.8,95.0,97.0,94.0,58.5,21990000.0
laptop88,38.0,1.0,Other,15.6,8.0,DDR4,0.0,512.0,AMD,4.0,8.0,60.2,60.0,67.0,50.0,139.0,13990000.0
laptop88,57.5,2.0,Acer,15.6,8.0,DDR4,0.0,512.0,AMD,6.0,12.0,74.5,74.0,78.0,69.0,112.0,12990000.0
thinkpro,40.0,1.16,Dell,13.0,8.0,,0.0,512.0,Intel,4.0,8.0,63.2,63.0,71.0,52.0,139.0,26990000.0
laptop88,36.7,1.0,Acer,15.6,4.0,DDR4,0.0,256.0,AMD,2.0,4.0,49.6,50.0,61.0,38.0,112.0,9990000.0
thinkpro,99.0,2.0,GIGABYTE,15.6,16.0,DDR4,0.0,512.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,88.6,33990000.0
laptop88,,1.0,HP,15.6,4.0,DDR4,0.0,256.0,Intel,2.0,4.0,90.6,91.0,88.0,75.0,,9390000.0
thinkpro,64.0,1.68,Dell,14.0,16.0,DDR5,0.0,512.0,Intel,12.0,16.0,94.8,95.0,97.0,94.0,139.0,28990000.0
thinkpro,52.0,1.16,Dell,13.3,8.0,,0.0,256.0,Intel,4.0,8.0,63.2,63.0,71.0,52.0,139.0,22490000.0
laptop88,41.0,1.0,HP,15.6,8.0,DDR4,0.0,512.0,AMD,,,,,,,139.0,17490000.0
laptop88,,,HP,14.0,8.0,,0.0,256.0,AMD,4.0,8.0,0.0,0.0,0.0,0.0,139.0,13990000.0
thinkpro,,1.9,Lenovo,16.0,16.0,DDR4,0.0,512.0,AMD,8.0,16.0,75.1,75.0,78.0,72.0,42.9,23390000.0
thinkpro,61.0,1.1,Lenovo,14.0,16.0,,0.0,512.0,AMD,8.0,16.0,70.6,71.0,73.0,68.0,121.0,29990000.0
thinkpro,80.0,2.4,Lenovo,15.6,8.0,DDR5,0.0,512.0,AMD,6.0,12.0,76.8,77.0,81.0,72.0,58.5,31900000.0
thinkpro,75.0,1.9,Lenovo,16.0,16.0,DDR4,0.0,512.0,AMD,6.0,12.0,73.0,73.0,76.0,67.0,42.9,21590000.0
laptop88,,,LG,17.0,16.0,LPDDR5,0.0,256.0,Apple,6.0,6.0,93.2,93.0,95.0,77.0,139.0,39990000.0
laptop88,65.0,,MSI,17.3,16.0,DDR4,0.0,1024.0,AMD,8.0,16.0,0.0,0.0,0.0,0.0,,24990000.0
thinkpro,62.0,,Asus,13.4,16.0,,0.0,512.0,AMD,8.0,16.0,79.6,80.0,82.0,79.0,52.0,41990000.0
thinkpro,57.0,1.13,Lenovo,14.0,16.0,,0.0,512.0,Intel,4.0,8.0,63.2,63.0,71.0,52.0,139.0,27990000.0
thinkpro,71.0,2.1,HP,15.6,8.0,DDR4,0.0,512.0,AMD,8.0,16.0,78.2,78.0,81.0,76.0,121.0,49990000.0
laptop88,,,Asus,15.6,8.0,DDR5,0.0,512.0,Intel,14.0,20.0,98.1,98.0,100.0,104.0,58.5,26790000.0
laptop88,,2.0,Asus,15.6,8.0,DDR5,0.0,512.0,Intel,,,,,,,88.6,28490000.0
laptop88,75.0,1.0,Lenovo,16.0,16.0,DDR5,0.0,512.0,Intel,,,,,,,42.3,25990000.0
laptop88,50.0,2.0,Acer,15.6,8.0,DDR4,0.0,512.0,Intel,6.0,12.0,0.0,0.0,0.0,0.0,53.7,17990000.0
laptop88,,,MSI,15.6,16.0,DDR4,0.0,512.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,,27990000.0
laptop88,,1.0,HP,15.6,8.0,DDR4,0.0,256.0,Intel,10.0,12.0,63.6,64.0,72.0,59.0,30.1,18390000.0
laptop88,80.0,2.0,Lenovo,15.6,16.0,DDR5,0.0,512.0,Intel,14.0,20.0,98.1,98.0,100.0,104.0,88.6,37490000.0
laptop88,,,Dell,14.0,8.0,DDR4,0.0,512.0,Intel,10.0,12.0,65.2,65.0,75.0,59.0,139.0,24690000.0
thinkpro,80.0,2.01,Razer,15.6,32.0,DDR4,0.0,1024.0,Intel,8.0,16.0,90.7,91.0,92.0,91.0,112.0,114990000.0
laptop88,,,LG,16.0,16.0,LPDDR5,0.0,256.0,Intel,6.0,6.0,93.2,93.0,95.0,77.0,139.0,38490000.0
laptop88,56.0,2.0,Dell,15.6,8.0,DDR4,0.0,256.0,Intel,,,,,,,58.5,18990000.0
thinkpro,52.0,,MSI,15.6,8.0,DDR4,0.0,512.0,AMD,6.0,12.0,69.5,69.0,71.0,63.0,121.0,15490000.0
thinkpro,56.0,2.15,Dell,16.0,16.0,DDR4,0.0,1024.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,112.0,21990000.0
laptop88,42.0,,Lenovo,15.6,8.0,LPDDR5,0.0,512.0,Intel,,,,,,,,12690000.0
thinkpro,48.0,1.7,Acer,15.0,8.0,DDR4,0.0,512.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,139.0,18590000.0
thinkpro,99.0,2.2,GIGABYTE,15.6,16.0,DDR4,0.0,1024.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,128.0,59990000.0
thinkpro,35.0,,Lenovo,15.6,8.0,DDR4,0.0,256.0,Intel,2.0,4.0,46.9,47.0,55.0,34.0,112.0,12490000.0
thinkpro,90.0,2.4,Asus,16.0,16.0,DDR5,0.0,1024.0,Intel,14.0,20.0,100.0,100.0,103.0,106.0,88.6,69990000.0
thinkpro,41.0,1.69,HP,15.6,8.0,DDR4,0.0,256.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,139.0,18990000.0
laptop88,,1.0,Dell,14.0,8.0,DDR4,0.0,256.0,Intel,4.0,8.0,0.0,0.0,0.0,0.0,,15990000.0
laptop88,54.0,1.0,Dell,16.0,8.0,DDR4,0.0,256.0,AMD,10.0,12.0,63.6,64.0,72.0,59.0,139.0,20590000.0
laptop88,4.0,1.0,Dell,14.0,16.0,DDR4,0.0,512.0,Intel,10.0,12.0,63.6,64.0,72.0,59.0,,24390000.0
laptop88,43.0,1.0,HP,14.0,8.0,DDR4,0.0,512.0,Intel,10.0,12.0,63.6,64.0,72.0,59.0,139.0,19490000.0
thinkpro,54.0,1.43,Dell,14.0,8.0,DDR4,0.0,256.0,AMD,6.0,12.0,69.5,69.0,71.0,63.0,121.0,15790000.0
laptop88,,2.0,Acer,15.6,16.0,DDR4,0.0,512.0,AMD,12.0,16.0,94.8,95.0,97.0,94.0,58.5,20490000.0
thinkpro,56.5,1.38,Lenovo,14.0,16.0,DDR4,0.0,512.0,AMD,6.0,12.0,68.5,69.0,71.0,62.0,121.0,21990000.0
laptop88,,,HP,14.0,8.0,DDR4,0.0,512.0,Intel,10.0,12.0,63.6,64.0,72.0,59.0,139.0,15690000.0
laptop88,,1.0,Dell,14.0,8.0,DDR4,0.0,256.0,AMD,4.0,8.0,0.0,0.0,0.0,0.0,,14990000.0
thinkpro,67.0,0.99,Asus,13.0,16.0,,0.0,1024.0,AMD,8.0,16.0,73.6,74.0,78.0,70.0,40.0,39990000.0
thinkpro,100.0,2.9,MSI,17.3,32.0,DDR4,0.0,2048.0,Intel,8.0,16.0,93.0,93.0,95.0,94.0,112.0,109990000.0
laptop88,,2.0,MSI,16.0,16.0,DDR4,0.0,256.0,Intel,14.0,20.0,98.1,98.0,100.0,104.0,58.5,33990000.0
thinkpro,63.0,,Asus,15.6,8.0,DDR4,0.0,512.0,AMD,6.0,12.0,73.0,73.0,76.0,67.0,52.0,20990000.0
thinkpro,56.0,1.25,Lenovo,13.3,16.0,LPDDR5,0.0,1024.0,Intel,10.0,12.0,54.2,54.0,64.0,49.0,139.0,31990000.0
thinkpro,99.0,2.2,GIGABYTE,15.6,16.0,DDR4,0.0,512.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,128.0,31990000.0
laptop88,,1.0,Dell,16.0,16.0,DDR4,0.0,512.0,Intel,12.0,16.0,72.4,72.0,78.0,70.0,112.0,22990000.0
thinkpro,42.0,0.8,Lenovo,13.0,8.0,DDR4,0.0,512.0,Intel,4.0,8.0,53.4,53.0,59.0,42.0,9.64,21190000.0
thinkpro,37.0,1.8,Asus,15.6,8.0,,0.0,256.0,Intel,2.0,4.0,90.6,91.0,88.0,75.0,112.0,8990000.0
laptop88,36.0,1.0,Acer,15.6,8.0,DDR4,0.0,512.0,AMD,4.0,8.0,51.1,51.0,57.0,41.0,52.0,13490000.0
laptop88,,,HP,13.3,8.0,,0.0,256.0,Intel,4.0,8.0,0.0,0.0,0.0,0.0,139.0,15990000.0
laptop88,,,Dell,17.0,32.0,DDR4,0.0,512.0,Intel,8.0,16.0,89.2,89.0,92.0,88.0,87.0,64990000.0
thinkpro,99.9,2.35,MSI,15.6,32.0,DDR5,0.0,1024.0,Intel,16.0,24.0,103.0,103.0,106.0,116.0,121.0,79990000.0
laptop88,,,Asus,16.0,8.0,DDR4,0.0,512.0,Intel,,,,,,,121.0,15890000.0
laptop88,70.0,1.0,Asus,15.6,8.0,DDR4,0.0,512.0,Intel,,,,,,,121.0,17690000.0
thinkpro,37.0,1.28,AVITA,14.0,8.0,DDR4,0.0,512.0,AMD,4.0,8.0,49.4,49.0,53.0,41.0,10.3,15990000.0
laptop88,56.5,,Lenovo,14.0,16.0,DDR4,0.0,512.0,Intel,,,,,,,121.0,15990000.0
